id	content	label	words	pred_label
460	这比赛看的真憋屈,佩兰特么的会排兵布阵吗?打香港都是这样,能指望他带国足进世界杯?	angry	这 比 赛 看 的 真 憋 屈 , 佩 兰 特 么 的 会 排 兵 布 阵 吗 ? 打 香 港 都 是 这 样 , 能 指 望 他 带 国 足 进 世 界 杯 ?	0
461	今天大马路上怎么都是5系,敢再多点吗	angry	今 天 大 马 路 上 怎 么 都 是 5 系 , 敢 再 多 点 吗	0
462	根据参保人员的身体健康状况的不同,保险费的缴纳标准分两种:(一)普通参保人员,每人每年缴纳保险费240元。	neutral	根 据 参 保 人 员 的 身 体 健 康 状 况 的 不 同 , 保 险 费 的 缴 纳 标 准 分 两 种 : ( 一 ) 普 通 参 保 人 员 , 每 人 每 年 缴 纳 保 险 费 2 4 0 元 。	3
463	今天一个学生送给了我一个特别诱人的桃子,可惜不能吃	sad	今 天 一 个 学 生 送 给 了 我 一 个 特 别 诱 人 的 桃 子 , 可 惜 不 能 吃	0
464	对于业火向日葵我只想说…你在侮辱我智商么	angry	对 于 业 火 向 日 葵 我 只 想 说 … 你 在 侮 辱 我 智 商 么	0
465	这这这.....感觉画风完全不在一条道上的两个人怎么走到一起的?	surprise	这 这 这 . . . . . 感 觉 画 风 完 全 不 在 一 条 道 上 的 两 个 人 怎 么 走 到 一 起 的 ?	0
466	我们想要的东西,到最后都不是一开始想要的样子了。――《毛骗》	sad	我 们 想 要 的 东 西 , 到 最 后 都 不 是 一 开 始 想 要 的 样 子 了 。 ― ― 《 毛 骗 》	4
467	最后一集了舍不得看还是睡觉吧睡着了就不想了挑个好日子再把结局看了呜呜呜	sad	最 后 一 集 了 舍 不 得 看 还 是 睡 觉 吧 睡 着 了 就 不 想 了 挑 个 好 日 子 再 把 结 局 看 了 呜 呜 呜	4
468	收到宝宝line的回复心里就踏实了晚安	happy	收 到 宝 宝 l i n e 的 回 复 心 里 就 踏 实 了 晚 安	2
469	诸葛先生作品好以歌谣,诗词引申武林人物,是有一定局限性的。	neutral	诸 葛 先 生 作 品 好 以 歌 谣 , 诗 词 引 申 武 林 人 物 , 是 有 一 定 局 限 性 的 。	3
470	你可以住在我这里,不要惧怕。因为寻索你命的,就是寻索我的命,你在我这里,可得保全。马太福音15章5节	neutral	你 可 以 住 在 我 这 里 , 不 要 惧 怕 。 因 为 寻 索 你 命 的 , 就 是 寻 索 我 的 命 , 你 在 我 这 里 , 可 得 保 全 。 马 太 福 音 1 5 章 5 节	2
471	一大早看到,算是一个surprise。挺好的。	happy	一 大 早 看 到 , 算 是 一 个 s u r p r i s e 。 挺 好 的 。	2
472	1898年玛丽·居里和皮埃尔·居里从沥青铀矿提取铀后的矿渣中分离出溴化镭。	neutral	1 8 9 8 年 玛 丽 · 居 里 和 皮 埃 尔 · 居 里 从 沥 青 铀 矿 提 取 铀 后 的 矿 渣 中 分 离 出 溴 化 镭 。	3
473	真是给跪了!一遍一遍核对筛选熬夜审批,你一遍一遍说没问题没问题,到最后还是出问题了,又要重新核对审批气炸了	angry	真 是 给 跪 了 ! 一 遍 一 遍 核 对 筛 选 熬 夜 审 批 , 你 一 遍 一 遍 说 没 问 题 没 问 题 , 到 最 后 还 是 出 问 题 了 , 又 要 重 新 核 对 审 批 气 炸 了	0
474	一切都在向好的方向发展,现在的我不需要别人打扰,我也不会去打扰其他人,做好自己的事,一切还是美好的	happy	一 切 都 在 向 好 的 方 向 发 展 , 现 在 的 我 不 需 要 别 人 打 扰 , 我 也 不 会 去 打 扰 其 他 人 , 做 好 自 己 的 事 , 一 切 还 是 美 好 的	2
475	卧槽卧槽卧槽,这绝对是间谍水平啊	surprise	卧 槽 卧 槽 卧 槽 , 这 绝 对 是 间 谍 水 平 啊	0
476	256年10月,尼根人利用地道,突然出现在埃拉西亚的腹地,并突袭埃拉西亚的首都斯戴维克,人类的首都献出了宝贵的初夜。	neutral	2 5 6 年 1 0 月 , 尼 根 人 利 用 地 道 , 突 然 出 现 在 埃 拉 西 亚 的 腹 地 , 并 突 袭 埃 拉 西 亚 的 首 都 斯 戴 维 克 , 人 类 的 首 都 献 出 了 宝 贵 的 初 夜 。	3
477	今天我家卷卷的彩超顺利通过,看到你在你妈妈肚子里咕嘟咕嘟的,感觉好幸福。爸爸爱你,希望你健康的出生,快乐的成长。	happy	今 天 我 家 卷 卷 的 彩 超 顺 利 通 过 , 看 到 你 在 你 妈 妈 肚 子 里 咕 嘟 咕 嘟 的 , 感 觉 好 幸 福 。 爸 爸 爱 你 , 希 望 你 健 康 的 出 生 , 快 乐 的 成 长 。	2
478	又睡不着了,但又不忍心叫醒你,因为知道叫了也不会醒!	angry	又 睡 不 着 了 , 但 又 不 忍 心 叫 醒 你 , 因 为 知 道 叫 了 也 不 会 醒 !	0
479	爱已是负累相爱是受罪我又为何偏偏喜欢你	sad	爱 已 是 负 累 相 爱 是 受 罪 我 又 为 何 偏 偏 喜 欢 你	2
480	从梁山南二峰的天然双阙起,往北依次对称排列。	neutral	从 梁 山 南 二 峰 的 天 然 双 阙 起 , 往 北 依 次 对 称 排 列 。	3
481	请准许我发下牢骚:练tmd车的日子,压力真tmd大。严重缺乏自信!受不鸟儿!nnd!	angry	请 准 许 我 发 下 牢 骚 : 练 t m d 车 的 日 子 , 压 力 真 t m d 大 。 严 重 缺 乏 自 信 ! 受 不 鸟 儿 ! n n d !	0
482	越不想什么东西出现在我面前,这个东西就越出现在我面前。。本宝宝的心好痛,真的好痛。。	sad	越 不 想 什 么 东 西 出 现 在 我 面 前 , 这 个 东 西 就 越 出 现 在 我 面 前 。 。 本 宝 宝 的 心 好 痛 , 真 的 好 痛 。 。	4
483	竹溪县妇幼保健院有业务用房1780平方米,现有干部职工68人,其中卫技人员占88%。	neutral	竹 溪 县 妇 幼 保 健 院 有 业 务 用 房 1 7 8 0 平 方 米 , 现 有 干 部 职 工 6 8 人 , 其 中 卫 技 人 员 占 8 8 % 。	3
484	贝爷手撕鸽子实在太彪悍了……真的就一秒	surprise	贝 爷 手 撕 鸽 子 实 在 太 彪 悍 了 … … 真 的 就 一 秒	4
485	《碎念》今天是我们家宝贝儿的生日,醒来后再祝一次生日快乐。	happy	《 碎 念 》 今 天 是 我 们 家 宝 贝 儿 的 生 日 , 醒 来 后 再 祝 一 次 生 日 快 乐 。	2
486	近六个小时车程到昆明西站,再转四个多小时火车至蒙自,坐车不累,抗行李真累啊	sad	近 六 个 小 时 车 程 到 昆 明 西 站 , 再 转 四 个 多 小 时 火 车 至 蒙 自 , 坐 车 不 累 , 抗 行 李 真 累 啊	0
487	第一次一个人坐火车,感觉没有害怕感,不知道是不是因为长大的原因,少了那份恐惧。现在在广州候车转回他身边,只是有点小小失落感	sad	第 一 次 一 个 人 坐 火 车 , 感 觉 没 有 害 怕 感 , 不 知 道 是 不 是 因 为 长 大 的 原 因 , 少 了 那 份 恐 惧 。 现 在 在 广 州 候 车 转 回 他 身 边 , 只 是 有 点 小 小 失 落 感	1
488	负责粮食生产的产量预测及购销,储运基建等统计工作。	neutral	负 责 粮 食 生 产 的 产 量 预 测 及 购 销 , 储 运 基 建 等 统 计 工 作 。	3
489	不知道是第几天又开始了晨跑💪晨跑和音乐🎵更配哦	happy	不 知 道 是 第 几 天 又 开 始 了 晨 跑 💪 晨 跑 和 音 乐 🎵 更 配 哦	4
490	神烦!!偷了我毛总家的柑子竟然不够甜!	angry	神 烦 ! ! 偷 了 我 毛 总 家 的 柑 子 竟 然 不 够 甜 !	5
491	tytv新闻频道为不加密的开路传输。	neutral	t y t v 新 闻 频 道 为 不 加 密 的 开 路 传 输 。	3
492	有一天我会告诉你,你是一个不识大体,不识大体,不识大体的猥琐的小人!	angry	有 一 天 我 会 告 诉 你 , 你 是 一 个 不 识 大 体 , 不 识 大 体 , 不 识 大 体 的 猥 琐 的 小 人 !	0
493	"2009年11月在欧洲管理学院(escp)""重庆旅游经济管理培训团学习,获escp结业证书。"	neutral	"2 0 0 9 年 1 1 月 在 欧 洲 管 理 学 院 ( e s c p ) "" 重 庆 旅 游 经 济 管 理 培 训 团 学 习 , 获 e s c p 结 业 证 书 。"	3
494	上个星期的三天通宵加班,生物钟颠倒了以后现在都睡不着啊,睡不着啊	sad	上 个 星 期 的 三 天 通 宵 加 班 , 生 物 钟 颠 倒 了 以 后 现 在 都 睡 不 着 啊 , 睡 不 着 啊	0
495	睡不着,烦死啦。烦死啦。烦死啦。	angry	睡 不 着 , 烦 死 啦 。 烦 死 啦 。 烦 死 啦 。	0
496	天呐,宫颈糜烂三度用了七支御情人,四颗御茵美就排出了这么多东西	surprise	天 呐 , 宫 颈 糜 烂 三 度 用 了 七 支 御 情 人 , 四 颗 御 茵 美 就 排 出 了 这 么 多 东 西	0
497	只要知道张鹏休息,那我前一天晚上肯定失眠睡不着,导致他休息当天一整天我都是浑身难受,昏昏欲睡的状态,所以就哪都去不了。	angry	只 要 知 道 张 鹏 休 息 , 那 我 前 一 天 晚 上 肯 定 失 眠 睡 不 着 , 导 致 他 休 息 当 天 一 整 天 我 都 是 浑 身 难 受 , 昏 昏 欲 睡 的 状 态 , 所 以 就 哪 都 去 不 了 。	4
498	告别韩国电影思密达,最近爱上日本动漫电影了。特别好看,萤火之森,千与千寻,给桃子的信,意外的幸运签,,,,好多好多都觉得特别好看呢!继续努力看好看的电影!	happy	告 别 韩 国 电 影 思 密 达 , 最 近 爱 上 日 本 动 漫 电 影 了 。 特 别 好 看 , 萤 火 之 森 , 千 与 千 寻 , 给 桃 子 的 信 , 意 外 的 幸 运 签 , , , , 好 多 好 多 都 觉 得 特 别 好 看 呢 ! 继 续 努 力 看 好 看 的 电 影 !	2
499	为什么不能在正青春的年纪,你爱着一个人的时候,他正好也爱着你。	sad	为 什 么 不 能 在 正 青 春 的 年 纪 , 你 爱 着 一 个 人 的 时 候 , 他 正 好 也 爱 着 你 。	0
500	昨晚林俊杰开完演唱会就去兰桂坊维纳斯嗨了!精力太好了!靠!经常没位置	angry	昨 晚 林 俊 杰 开 完 演 唱 会 就 去 兰 桂 坊 维 纳 斯 嗨 了 ! 精 力 太 好 了 ! 靠 ! 经 常 没 位 置	0
501	都这天了下的还是雨,不是应该和雪换班了吗	surprise	都 这 天 了 下 的 还 是 雨 , 不 是 应 该 和 雪 换 班 了 吗	0
502	容易被辜负的永远都是那些天真又心软的人毕竟好骗又好欺伤疤一好就忘了痛👈	sad	容 易 被 辜 负 的 永 远 都 是 那 些 天 真 又 心 软 的 人 毕 竟 好 骗 又 好 欺 伤 疤 一 好 就 忘 了 痛 👈	4
503	坐了一晚上的车,终于抵达危地马拉首都。全车就我一外国人,居然一车还配备一个带枪士兵,危地马拉被评为全世界最危险的六个国家之一	fear	坐 了 一 晚 上 的 车 , 终 于 抵 达 危 地 马 拉 首 都 。 全 车 就 我 一 外 国 人 , 居 然 一 车 还 配 备 一 个 带 枪 士 兵 , 危 地 马 拉 被 评 为 全 世 界 最 危 险 的 六 个 国 家 之 一	5
504	下一中午雨,外面雨水打到空调室外机的声音尼玛能把我吵死卧槽!🌻	angry	下 一 中 午 雨 , 外 面 雨 水 打 到 空 调 室 外 机 的 声 音 尼 玛 能 把 我 吵 死 卧 槽 ! 🌻	0
505	针对室内装饰班添设了室内效果图后期制作流程及案例解析。	neutral	针 对 室 内 装 饰 班 添 设 了 室 内 效 果 图 后 期 制 作 流 程 及 案 例 解 析 。	3
506	赶紧离开这里。烦到死!!!!!!!!!!!!!!!!!!!!!!!!	angry	赶 紧 离 开 这 里 。 烦 到 死 ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! !	0
507	不使尘劳顿挫,他日功名入手,当不负椿庭。	happy	不 使 尘 劳 顿 挫 , 他 日 功 名 入 手 , 当 不 负 椿 庭 。	3
508	不敢相信,2015年,能让我完整看下来的真的只有一部网络剧	surprise	不 敢 相 信 , 2 0 1 5 年 , 能 让 我 完 整 看 下 来 的 真 的 只 有 一 部 网 络 剧	0
509	#田口淳之介退社#前段时间还和jump他们做节目,j家联谊什么的,还和yuto表白了,那时候好和谐啊怎么说退社就退社了😳😳😳	sad	# 田 口 淳 之 介 退 社 # 前 段 时 间 还 和 j u m p 他 们 做 节 目 , j 家 联 谊 什 么 的 , 还 和 y u t o 表 白 了 , 那 时 候 好 和 谐 啊 怎 么 说 退 社 就 退 社 了 😳 😳 😳	0
510	楼上装修,现在已经严重影响我的工作学习和生活啦	angry	楼 上 装 修 , 现 在 已 经 严 重 影 响 我 的 工 作 学 习 和 生 活 啦	0
511	手机主板有问题,换个0循环电池,一个多星期过去了,还是100%电池	happy	手 机 主 板 有 问 题 , 换 个 0 循 环 电 池 , 一 个 多 星 期 过 去 了 , 还 是 1 0 0 % 电 池	0
512	咱们敢不敢明天不下雨?问你呢…敢不敢!!!	angry	咱 们 敢 不 敢 明 天 不 下 雨 ? 问 你 呢 … 敢 不 敢 ! ! !	0
513	这一大早的!!!都特么快三十了还跟我说人家孩子人家孩子人家孩子!!!!	angry	这 一 大 早 的 ! ! ! 都 特 么 快 三 十 了 还 跟 我 说 人 家 孩 子 人 家 孩 子 人 家 孩 子 ! ! ! !	0
514	好讨厌啊,每次玩到最激动的时候就卡住了	angry	好 讨 厌 啊 , 每 次 玩 到 最 激 动 的 时 候 就 卡 住 了	0
515	我就碰到过被人跟踪,表面不屑淡定,内心慌得不得了,特可怕。真的希望无论夫妻或者情侣,吵架也好动手也好,求助了那就是有危险了,那一定要帮忙或者介入保护一下啊!不要让事情发生,毁人一生。	surprise	我 就 碰 到 过 被 人 跟 踪 , 表 面 不 屑 淡 定 , 内 心 慌 得 不 得 了 , 特 可 怕 。 真 的 希 望 无 论 夫 妻 或 者 情 侣 , 吵 架 也 好 动 手 也 好 , 求 助 了 那 就 是 有 危 险 了 , 那 一 定 要 帮 忙 或 者 介 入 保 护 一 下 啊 ! 不 要 让 事 情 发 生 , 毁 人 一 生 。	1
516	昨晚154的天槐专场真是给了我太多的惊喜和感动。去年懵懂青涩的孩子们今年也能独当一面,给天槐创造出更棒的演员和舞台。作为观众的我们虽然老了但还是不要脸的合了影。。。因为天槐而相识,成为工作上的伙伴生活上的朋友感谢这个家。我爱天槐	happy	昨 晚 1 5 4 的 天 槐 专 场 真 是 给 了 我 太 多 的 惊 喜 和 感 动 。 去 年 懵 懂 青 涩 的 孩 子 们 今 年 也 能 独 当 一 面 , 给 天 槐 创 造 出 更 棒 的 演 员 和 舞 台 。 作 为 观 众 的 我 们 虽 然 老 了 但 还 是 不 要 脸 的 合 了 影 。 。 。 因 为 天 槐 而 相 识 , 成 为 工 作 上 的 伙 伴 生 活 上 的 朋 友 感 谢 这 个 家 。 我 爱 天 槐	2
517	我不愿梦中有你,因为那是对我最大的创伤	sad	我 不 愿 梦 中 有 你 , 因 为 那 是 对 我 最 大 的 创 伤	4
518	六天往返四地,算算飞行距离有1万多公里了,温差30度,皮肤比身体先报了警。切身才能体会每天飞来飞去的人真是挺不容易的,都多保重吧。	happy	六 天 往 返 四 地 , 算 算 飞 行 距 离 有 1 万 多 公 里 了 , 温 差 3 0 度 , 皮 肤 比 身 体 先 报 了 警 。 切 身 才 能 体 会 每 天 飞 来 飞 去 的 人 真 是 挺 不 容 易 的 , 都 多 保 重 吧 。	0
519	最近的情绪总是起起伏伏,好不容易调整过来了又因为一些东西发了脾气,反反复复的折腾,	angry	最 近 的 情 绪 总 是 起 起 伏 伏 , 好 不 容 易 调 整 过 来 了 又 因 为 一 些 东 西 发 了 脾 气 , 反 反 复 复 的 折 腾 ,	0
520	《奥利洪岛》贝加尔湖22个岛中最大一个,位于湖中部偏北,在湖水最深处附近。如果说贝加尔湖是西伯利亚的明珠,奥利洪岛就是这颗明珠的心脏。这里适宜的气候,美丽的风景,大量的自然和考古古迹,不同种类的生物群,清新的空气和原生态的环境,再加上保存完整的民族传统习俗,使得这里吸引了大批游人。	neutral	《 奥 利 洪 岛 》 贝 加 尔 湖 2 2 个 岛 中 最 大 一 个 , 位 于 湖 中 部 偏 北 , 在 湖 水 最 深 处 附 近 。 如 果 说 贝 加 尔 湖 是 西 伯 利 亚 的 明 珠 , 奥 利 洪 岛 就 是 这 颗 明 珠 的 心 脏 。 这 里 适 宜 的 气 候 , 美 丽 的 风 景 , 大 量 的 自 然 和 考 古 古 迹 , 不 同 种 类 的 生 物 群 , 清 新 的 空 气 和 原 生 态 的 环 境 , 再 加 上 保 存 完 整 的 民 族 传 统 习 俗 , 使 得 这 里 吸 引 了 大 批 游 人 。	3
521	两位歌手的演绎可谓激情四射,不仅达到了合唱曲应有的共鸣和完整,同时也最大限度的突出了两个人的声音条件。	happy	两 位 歌 手 的 演 绎 可 谓 激 情 四 射 , 不 仅 达 到 了 合 唱 曲 应 有 的 共 鸣 和 完 整 , 同 时 也 最 大 限 度 的 突 出 了 两 个 人 的 声 音 条 件 。	3
522	扫描制式基本有两种:pal-b和ntsc,我们展台采用pal制式。	neutral	扫 描 制 式 基 本 有 两 种 : p a l - b 和 n t s c , 我 们 展 台 采 用 p a l 制 式 。	3
523	我咋这么讨厌在公共场合吱里哇啦叫唤的女人呢,还劲是些chouhuo,唯她们声音大	angry	我 咋 这 么 讨 厌 在 公 共 场 合 吱 里 哇 啦 叫 唤 的 女 人 呢 , 还 劲 是 些 c h o u h u o , 唯 她 们 声 音 大	0
524	提取行包处位于北广场西配楼西侧;	neutral	提 取 行 包 处 位 于 北 广 场 西 配 楼 西 侧 ;	3
525	"""你都不会避嫌的!"".....这是我最近听过最伤我的话"	sad	""" 你 都 不 会 避 嫌 的 ! "" . . . . . 这 是 我 最 近 听 过 最 伤 我 的 话"	0
526	👶第249天~前几天发现下排有颗牙齿长出来一点点然后最近门牙竟然两只一起出这速度!	surprise	👶 第 2 4 9 天 ~ 前 几 天 发 现 下 排 有 颗 牙 齿 长 出 来 一 点 点 然 后 最 近 门 牙 竟 然 两 只 一 起 出 这 速 度 !	5
527	一切都还没正式开始呢别怕阿还年轻	happy	一 切 都 还 没 正 式 开 始 呢 别 怕 阿 还 年 轻	0
528	"""依稀记得小时候爸妈总是在八九点钟电视剧还没看完的时候就催促我们去准备上床睡觉然后小时候的我们因为害怕还不能违抗父母哪怕心里一百万个不愿意也会乖乖上床把眼睛闭上这一觉啊没有噩梦没有思念的人没有被眼泪弄湿的枕头可是不知怎么那样的日子再也回不去了""沁阳市"	sad	""" 依 稀 记 得 小 时 候 爸 妈 总 是 在 八 九 点 钟 电 视 剧 还 没 看 完 的 时 候 就 催 促 我 们 去 准 备 上 床 睡 觉 然 后 小 时 候 的 我 们 因 为 害 怕 还 不 能 违 抗 父 母 哪 怕 心 里 一 百 万 个 不 愿 意 也 会 乖 乖 上 床 把 眼 睛 闭 上 这 一 觉 啊 没 有 噩 梦 没 有 思 念 的 人 没 有 被 眼 泪 弄 湿 的 枕 头 可 是 不 知 怎 么 那 样 的 日 子 再 也 回 不 去 了 "" 沁 阳 市"	4
529	干封泉宝唐朝开元之初,在货币方面主要是私铸问题。	neutral	干 封 泉 宝 唐 朝 开 元 之 初 , 在 货 币 方 面 主 要 是 私 铸 问 题 。	3
530	今天看见好多只不知是乌鸦还是喜鹊,今天又下雪了。。	neutral	今 天 看 见 好 多 只 不 知 是 乌 鸦 还 是 喜 鹊 , 今 天 又 下 雪 了 。 。	4
531	好想暴粗口!!!破工作一堆破事,特么的工作是我一个人的么	angry	好 想 暴 粗 口 ! ! ! 破 工 作 一 堆 破 事 , 特 么 的 工 作 是 我 一 个 人 的 么	0
532	刚在别的网站上看到的,看水印是来自微博,不过我没有在微博上看到过。——山东:爷们,高帅!——我只想说:我感觉压力很大!《抓狂》	fear	刚 在 别 的 网 站 上 看 到 的 , 看 水 印 是 来 自 微 博 , 不 过 我 没 有 在 微 博 上 看 到 过 。 — — 山 东 : 爷 们 , 高 帅 ! — — 我 只 想 说 : 我 感 觉 压 力 很 大 ! 《 抓 狂 》	1
533	最近总是想太多,时常自我剖析自我反省,过程反复偶尔重复犯错,但是想的越多越觉得清楚,宁愿做一个清楚自己愚钝的逗比,也不要当一个自以为聪明的傻瓜。	sad	最 近 总 是 想 太 多 , 时 常 自 我 剖 析 自 我 反 省 , 过 程 反 复 偶 尔 重 复 犯 错 , 但 是 想 的 越 多 越 觉 得 清 楚 , 宁 愿 做 一 个 清 楚 自 己 愚 钝 的 逗 比 , 也 不 要 当 一 个 自 以 为 聪 明 的 傻 瓜 。	4
534	2009年12月11日,广州农村商业银行股份有限公司正式开业。	neutral	2 0 0 9 年 1 2 月 1 1 日 , 广 州 农 村 商 业 银 行 股 份 有 限 公 司 正 式 开 业 。	3
535	今天没啥好说的,早上醒来中午又跑去睡觉了。妈妈说炖鸡脚给我吃,好家伙,满满的都是鸡腿肉啊!妈妈你为了让我吃你也是拼了。	surprise	今 天 没 啥 好 说 的 , 早 上 醒 来 中 午 又 跑 去 睡 觉 了 。 妈 妈 说 炖 鸡 脚 给 我 吃 , 好 家 伙 , 满 满 的 都 是 鸡 腿 肉 啊 ! 妈 妈 你 为 了 让 我 吃 你 也 是 拼 了 。	0
536	再见!!!最后的长头发!从此以后头发不会再染色,不会再烫卷,也许更不会长这么长了!!别心疼	sad	再 见 ! ! ! 最 后 的 长 头 发 ! 从 此 以 后 头 发 不 会 再 染 色 , 不 会 再 烫 卷 , 也 许 更 不 会 长 这 么 长 了 ! ! 别 心 疼	0
537	小鲜肉最强翻唱,把justinbieber的《aslongasyouloveme》和《beautyandabeat》混唱~~声音帅翻了,超好听~	happy	小 鲜 肉 最 强 翻 唱 , 把 j u s t i n b i e b e r 的 《 a s l o n g a s y o u l o v e m e 》 和 《 b e a u t y a n d a b e a t 》 混 唱 ~ ~ 声 音 帅 翻 了 , 超 好 听 ~	2
538	打印了几百页废纸,气的吃不下饭。	angry	打 印 了 几 百 页 废 纸 , 气 的 吃 不 下 饭 。	3
539	法国人教练佩兰就是一垃圾。国足对香港两场这么多次中柱而不进门,不能归决于运气了。看来中国足球还是看恒大。国足进世界杯,还要等多久?	angry	法 国 人 教 练 佩 兰 就 是 一 垃 圾 。 国 足 对 香 港 两 场 这 么 多 次 中 柱 而 不 进 门 , 不 能 归 决 于 运 气 了 。 看 来 中 国 足 球 还 是 看 恒 大 。 国 足 进 世 界 杯 , 还 要 等 多 久 ?	0
540	每天下班后接孩子做饭刷碗,还要陪玩陪看陪练钢琴,收十屋子整理卫生洗晒衣服,然后洗刷讲故事哄睡,一天天的总是感觉时间不够用。男人在家还好,多少能分担一些,要是就我一个人,真的是忙的一点空闲都没有	angry	每 天 下 班 后 接 孩 子 做 饭 刷 碗 , 还 要 陪 玩 陪 看 陪 练 钢 琴 , 收 十 屋 子 整 理 卫 生 洗 晒 衣 服 , 然 后 洗 刷 讲 故 事 哄 睡 , 一 天 天 的 总 是 感 觉 时 间 不 够 用 。 男 人 在 家 还 好 , 多 少 能 分 担 一 些 , 要 是 就 我 一 个 人 , 真 的 是 忙 的 一 点 空 闲 都 没 有	0
541	跟某些人说话,真有种分分钟想砍死他的冲动。脑细胞都死不少	angry	跟 某 些 人 说 话 , 真 有 种 分 分 钟 想 砍 死 他 的 冲 动 。 脑 细 胞 都 死 不 少	0
542	我小时候在农村,很多小孩都爱参与游泳(没有大人相伴),现在想起才后怕。家长们一定要教育小孩,以防万一!(转发有爱)	fear	我 小 时 候 在 农 村 , 很 多 小 孩 都 爱 参 与 游 泳 ( 没 有 大 人 相 伴 ) , 现 在 想 起 才 后 怕 。 家 长 们 一 定 要 教 育 小 孩 , 以 防 万 一 ! ( 转 发 有 爱 )	1
544	"郑玄认为周的始祖是感东方苍帝之精而生,因此""周所郊之帝,谓苍帝灵威仰也。"	neutral	"郑 玄 认 为 周 的 始 祖 是 感 东 方 苍 帝 之 精 而 生 , 因 此 "" 周 所 郊 之 帝 , 谓 苍 帝 灵 威 仰 也 。"	3
545	伤心也是常事,没什么好大惊小怪。晚安大象。	sad	伤 心 也 是 常 事 , 没 什 么 好 大 惊 小 怪 。 晚 安 大 象 。	2
546	坏得要死!坏得要死!坏得要死!	angry	坏 得 要 死 ! 坏 得 要 死 ! 坏 得 要 死 !	0
547	大雪纷飞穷极一生做不完一场梦#雪景#	neutral	大 雪 纷 飞 穷 极 一 生 做 不 完 一 场 梦 # 雪 景 #	2
548	谢谢老同学给面让我请吃饭,好久不见,聊得很开心,哈哈。	happy	谢 谢 老 同 学 给 面 让 我 请 吃 饭 , 好 久 不 见 , 聊 得 很 开 心 , 哈 哈 。	2
549	其中包括新注册组织和已注册组织的更新。	neutral	其 中 包 括 新 注 册 组 织 和 已 注 册 组 织 的 更 新 。	3
550	麻痹气死老子了啥都不知道在那逼逼毛线..	angry	麻 痹 气 死 老 子 了 啥 都 不 知 道 在 那 逼 逼 毛 线 . .	0
551	一个月了,时间说快不快,说慢不慢的就这么过去了。可是再怎么样也不能让我停止想你。嘟嘟,妈妈好想你	sad	一 个 月 了 , 时 间 说 快 不 快 , 说 慢 不 慢 的 就 这 么 过 去 了 。 可 是 再 怎 么 样 也 不 能 让 我 停 止 想 你 。 嘟 嘟 , 妈 妈 好 想 你	4
552	"""旧事总是这样,猝不及防扑面而来。之前视你为今生至爱,现在将你比作一场业障。兜来转去,你由干净清白的路人,变成承载历史的旧人。纵然嘴上心里如何想着说着放下和过去,这一生,终究是输了。也罢,今生还清了,来世就不再相见了吧。也好,总要有人用辜负来教我成长。""——《一场别离》"	sad	""" 旧 事 总 是 这 样 , 猝 不 及 防 扑 面 而 来 。 之 前 视 你 为 今 生 至 爱 , 现 在 将 你 比 作 一 场 业 障 。 兜 来 转 去 , 你 由 干 净 清 白 的 路 人 , 变 成 承 载 历 史 的 旧 人 。 纵 然 嘴 上 心 里 如 何 想 着 说 着 放 下 和 过 去 , 这 一 生 , 终 究 是 输 了 。 也 罢 , 今 生 还 清 了 , 来 世 就 不 再 相 见 了 吧 。 也 好 , 总 要 有 人 用 辜 负 来 教 我 成 长 。 "" — — 《 一 场 别 离 》"	2
553	这美颜效果真美颜啊我都不认识我自己了	surprise	这 美 颜 效 果 真 美 颜 啊 我 都 不 认 识 我 自 己 了	0
554	老老实实在床上睡了吗?麻麻会悄悄来卧室打开灯看你哦,偷偷亲亲宝宝的额头,掖好被角,说声晚安	happy	老 老 实 实 在 床 上 睡 了 吗 ? 麻 麻 会 悄 悄 来 卧 室 打 开 灯 看 你 哦 , 偷 偷 亲 亲 宝 宝 的 额 头 , 掖 好 被 角 , 说 声 晚 安	2
555	超级郁闷呀,这事干的,简直是没脑子呀,心情超级不爽	angry	超 级 郁 闷 呀 , 这 事 干 的 , 简 直 是 没 脑 子 呀 , 心 情 超 级 不 爽	0
556	今天忒高兴了,拔河进八强了,碰到老乡说把我们环科三队给虐了,心里那种高兴。	happy	今 天 忒 高 兴 了 , 拔 河 进 八 强 了 , 碰 到 老 乡 说 把 我 们 环 科 三 队 给 虐 了 , 心 里 那 种 高 兴 。	4
557	如今早已不是大鱼吃小鱼的时代,而是群鱼吃大鱼的年代。一个人干不过一个团队,一个团队干不过一个系统,一个系统干不过一个趋势。团队+系统+趋势=成功。一个人可以走得很快,一群人会走得更远!	happy	如 今 早 已 不 是 大 鱼 吃 小 鱼 的 时 代 , 而 是 群 鱼 吃 大 鱼 的 年 代 。 一 个 人 干 不 过 一 个 团 队 , 一 个 团 队 干 不 过 一 个 系 统 , 一 个 系 统 干 不 过 一 个 趋 势 。 团 队 + 系 统 + 趋 势 = 成 功 。 一 个 人 可 以 走 得 很 快 , 一 群 人 会 走 得 更 远 !	3
